"sexo","salario_anual","estado_civil","escolaridade","limite_credito","valor_transacoes_12m","classelimite_credito","classevalor_transacoes_12m"
"F","menos que $40K","divorciado","mestrado","3117.02","1437.39","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$80K - $120K","solteiro","graduacao","21526.86","1313.27","limite de crédito médio para alto","volume de transação média para baixa"
"F","na","casado","doutorado","1438.67","807.5","limite de crédito médio para baixo","volume de transação média para baixa"
"F","$40K - $60K","na","doutorado","7262.41","1438.46","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$60K - $80K","casado","mestrado","1438.45","709.22","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$60K - $80K","casado","mestrado","2053.64","1283.89","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$80K - $120K","casado","graduacao","26443.42","1593.88","limite de crédito médio para alto","volume de transação média para baixa"
"F","menos que $40K","solteiro","mestrado","3125.86","1631.78","limite de crédito médio para baixo","volume de transação média para baixa"
"F","menos que $40K","casado","doutorado","4930.7","2194.98","limite de crédito médio para baixo","volume de transação média para alta"
"F","menos que $40K","solteiro","graduacao","9476.09","1128.92","limite de crédito médio para alto","volume de transação média para baixa"
"M","$80K - $120K","casado","mestrado","11722.66","1497.42","limite de crédito médio para alto","volume de transação média para baixa"
"M","$120K +","solteiro","mestrado","13301.4","1385.06","limite de crédito médio para alto","volume de transação média para baixa"
"F","menos que $40K","casado","doutorado","1438.57","974.45","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$60K - $80K","casado","graduacao","19324.66","1744.86","limite de crédito médio para alto","volume de transação média para baixa"
"M","$40K - $60K","solteiro","mestrado","5331.13","1766.89","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$60K - $80K","solteiro","mestrado","17625.42","1773.18","limite de crédito médio para alto","volume de transação média para baixa"
"M","$80K - $120K","casado","mestrado","17438.04","1860.3","limite de crédito médio para alto","volume de transação média para alta"
"M","$80K - $120K","na","graduacao","1962.4","1179.46","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$40K - $60K","solteiro","mestrado","3290.39","2781.52","limite de crédito médio para baixo","volume de transação média para alta"
"F","menos que $40K","solteiro","doutorado","9256.32","1446.71","limite de crédito médio para alto","volume de transação média para baixa"
"M","$60K - $80K","casado","mestrado","3674.55","1703.25","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$40K - $60K","casado","graduacao","6462.33","761.95","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$40K - $60K","solteiro","mestrado","1638.44","1536.75","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$60K - $80K","solteiro","mestrado","4335.5","1373.7","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$80K - $120K","na","graduacao","24869.26","1409.05","limite de crédito médio para alto","volume de transação média para baixa"
"F","$40K - $60K","solteiro","mestrado","10953.93","1277.75","limite de crédito médio para alto","volume de transação média para baixa"
"M","$60K - $80K","casado","mestrado","11338.93","1227.35","limite de crédito médio para alto","volume de transação média para baixa"
"F","menos que $40K","casado","doutorado","5544.96","1336.11","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$60K - $80K","casado","doutorado","19665.34","1110.76","limite de crédito médio para alto","volume de transação média para baixa"
"F","$40K - $60K","casado","graduacao","5146.86","1955.63","limite de crédito médio para baixo","volume de transação média para alta"
"M","$60K - $80K","casado","graduacao","1704.28","660.12","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$80K - $120K","casado","mestrado","1438.61","1391.07","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$120K +","solteiro","mestrado","34516.97","1616.98","limite de crédito médio para alto","volume de transação média para baixa"
"M","menos que $40K","casado","mestrado","1976.26","1498.69","limite de crédito médio para baixo","volume de transação média para baixa"
"F","menos que $40K","divorciado","doutorado","8693.69","1594.99","limite de crédito médio para alto","volume de transação média para baixa"
"F","menos que $40K","casado","doutorado","7222.18","920.76","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$80K - $120K","casado","doutorado","11710.53","1749.63","limite de crédito médio para alto","volume de transação média para baixa"
"F","menos que $40K","casado","mestrado","3663.53","1826.9","limite de crédito médio para baixo","volume de transação média para alta"
"F","menos que $40K","solteiro","mestrado","1438.29","799.32","limite de crédito médio para baixo","volume de transação média para baixa"
"F","na","solteiro","graduacao","3518.48","2121.31","limite de crédito médio para baixo","volume de transação média para alta"
"F","menos que $40K","casado","mestrado","1717.07","1468.28","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$80K - $120K","casado","mestrado","16813.54","1482.26","limite de crédito médio para alto","volume de transação média para baixa"
"M","$80K - $120K","casado","doutorado","16434.74","1726.34","limite de crédito médio para alto","volume de transação média para baixa"
"M","$60K - $80K","solteiro","mestrado","21872.6","1806.61","limite de crédito médio para alto","volume de transação média para baixa"
"F","menos que $40K","solteiro","mestrado","7361.0","1175.42","limite de crédito médio para baixo","volume de transação média para baixa"
"M","menos que $40K","solteiro","graduacao","1438.43","1786.91","limite de crédito médio para baixo","volume de transação média para baixa"
"F","menos que $40K","casado","mestrado","8628.28","1675.44","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$80K - $120K","casado","graduacao","18750.33","1200.84","limite de crédito médio para alto","volume de transação média para baixa"
"F","na","casado","mestrado","21242.59","1283.42","limite de crédito médio para alto","volume de transação média para baixa"
"F","$40K - $60K","casado","mestrado","2961.47","1937.51","limite de crédito médio para baixo","volume de transação média para alta"
"F","$40K - $60K","casado","doutorado","3249.28","1988.86","limite de crédito médio para baixo","volume de transação média para alta"
"F","menos que $40K","casado","mestrado","8829.21","1902.32","limite de crédito médio para alto","volume de transação média para alta"
"M","$60K - $80K","casado","graduacao","7340.58","838.57","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$120K +","casado","doutorado","16952.05","1918.43","limite de crédito médio para alto","volume de transação média para alta"
"M","$80K - $120K","solteiro","doutorado","20865.47","837.79","limite de crédito médio para alto","volume de transação média para baixa"
"F","menos que $40K","na","graduacao","3083.27","4311.86","limite de crédito médio para baixo","volume de transação média para alta"
"F","na","casado","mestrado","10584.32","1567.22","limite de crédito médio para alto","volume de transação média para baixa"
"M","$40K - $60K","casado","mestrado","12240.62","1422.8","limite de crédito médio para alto","volume de transação média para baixa"
"M","$80K - $120K","casado","mestrado","5120.31","1680.12","limite de crédito médio para baixo","volume de transação média para baixa"
"F","menos que $40K","casado","mestrado","3124.27","1652.88","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$60K - $80K","casado","graduacao","22157.48","1911.82","limite de crédito médio para alto","volume de transação média para alta"
